6
0 1 1 1 0
1 1 0 1 1
0 1 1 1 0
0 0 0 0 0
0 0 0 0 0
7
1 1 1 1 1
1 1 1 1 1
0 0 0 0 0
1 1 1 1 1
0 0 0 0 0
8
0 0 0 0 0
1 1 1 1 1
-1 -1 -1 -1 -1
1 1 1 1 1
1 1 1 1 1
9
-1 -1 2 -1 -1
2 2 2 2 2
-1 2 -1 2 -1
1 1 1 1 1
-1 2 2 2 -1
10
3 3 3 3 3
2 2 2 2 2
1 1 1 1 1
0 0 0 0 0
-1 -1 -1 -1 -1
11
4 4 3 1 2 
4 3 4 4 2 
0 5 0 3 4 
4 4 1 3 4 
-1 4 4 -1 1 
12
0 -1 2 4 5 
2 3 1 0 4 
4 2 1 2 -1 
3 5 2 3 1 
-1 2 3 2 1 
13
4 2 1 4 2 
4 1 1 4 3 
5 4 3 3 1 
-1 0 -1 -1 3 
-1 3 1 2 -1 
14
1 2 0 4 2 
3 4 5 -1 2 
1 1 3 3 0 
4 -1 4 0 -1 
1 -1 2 -1 4 
15
3 4 3 2 2 
3 4 3 1 4 
5 1 1 4 2 
-1 5 0 0 2 
3 5 5 0 5 
16
2 -1 5 1 1 
3 5 3 0 1 
-1 -1 3 4 1 
4 -1 5 3 0 
4 0 5 2 2 
17
5 2 1 4 -1 
-1 5 2 1 2 
3 5 -1 2 0 
4 1 3 0 2 
3 0 1 -1 0 
18
2 4 0 2 3 
-1 1 1 -1 3 
1 2 4 3 4 
-1 4 2 -1 1 
5 0 -1 3 1 
19
0 4 -1 4 2 
3 4 0 1 2 
0 4 0 -1 4 
4 0 5 1 2 
2 3 -1 2 -1 
20
1 1 1 1 1
2 2 2 2 2
3 3 3 3 3
-1 -1 5 -1 -1
4 4 4 4 4
21
-1 0 1 2 3
2 3 4 5 4
1 0 -1 0 1
4 5 4 3 2
3 2 1 0 -1
22
3 1 3 -1 -1 
1 3 3 1 -1 
-1 2 1 0 2 
2 4 2 0 4 
-1 -1 2 0 2 
23
-1 0 3 0 1 
0 2 2 4 3 
0 1 4 4 -1 
0 5 1 2 3 
4 4 2 1 3 
24
-1 1 4 3 5 
3 1 2 3 3 
1 -1 2 3 1 
5 5 1 -1 1 
-1 4 0 5 -1 
25
1 -1 3 5 -1 
3 1 5 2 -1 
0 1 1 3 3 
-1 0 4 1 1 
5 -1 2 3 1 
26
1 -1 -1 -1 1 
0 2 0 2 -1 
3 1 3 3 2 
2 4 -1 3 0 
4 5 -1 2 1 
27
1 4 2 3 4 
1 1 -1 3 4 
3 0 2 0 -1 
2 -1 1 1 -1 
3 5 3 2 5 
28
3 1 -1 -1 5 
0 1 5 1 4 
5 1 2 2 2 
4 0 0 1 2 
2 2 2 5 5 
29
4 2 4 4 3 
-1 5 5 1 -1 
-1 0 3 2 1 
2 1 4 0 0 
0 5 -1 -1 4 
30
4 5 1 2 0 
1 4 -1 4 1 
1 2 5 0 5 
1 1 4 -1 -1 
0 0 5 4 4 
31
3 2 0 3 -1 
4 1 -1 4 2 
0 0 2 2 -1 
3 5 -1 3 -1 
-1 1 1 2 0 
32
4 5 3 2 5 
4 1 5 -1 0 
5 0 2 -1 0 
3 2 -1 -1 4 
1 2 4 4 5 
33
1 0 3 2 5 
5 3 2 4 4 
5 0 3 -1 4 
2 0 4 3 3 
1 -1 1 4 0 
34
3 -1 0 2 3 
-1 -1 -1 1 2 
-1 0 1 1 3 
2 4 1 3 0 
2 -1 0 5 5 
35
4 2 5 0 4 
2 3 2 4 4 
1 0 5 4 5 
5 3 0 -1 3 
4 -1 4 -1 4 
36
1 4 1 4 -1 
4 3 4 -1 0 
5 0 3 3 3 
5 3 1 0 1 
0 1 2 0 2 
37
-1 5 -1 4 5 
-1 0 5 5 1 
3 0 2 0 1 
2 1 4 5 3 
2 2 5 2 5 
38
-1 -1 5 1 0 
0 3 2 2 3 
1 -1 3 3 3 
0 0 -1 5 4 
0 4 0 -1 0 
39
3 0 5 0 0 
4 5 5 0 4 
3 3 1 3 5 
3 0 -1 4 2 
1 5 0 4 5 
40
-1 -1 4 4 4 
4 4 0 3 2 
1 -1 5 -1 4 
1 3 0 0 5 
0 -1 1 5 4 
41
0 4 3 5 0 
2 0 3 4 5 
0 1 3 4 0 
3 0 -1 -1 1 
1 4 5 -1 0 
42
2 0 0 5 0 
2 0 1 5 1 
1 5 2 2 3 
-1 5 3 -1 1 
-1 1 2 -1 -1 
43
-1 2 4 5 4 
3 5 -1 4 2 
2 1 4 0 5 
2 4 3 3 0 
-1 5 5 0 4 
44
2 -1 -1 4 2 
0 2 0 3 -1 
1 0 0 5 3 
2 0 0 1 1 
5 0 5 2 1 
45
3 -1 5 -1 4 
2 5 3 -1 1 
-1 -1 5 -1 5 
5 1 5 3 -1 
5 2 2 5 5 
46
3 0 0 0 2 
2 2 5 4 -1 
1 -1 2 1 0 
0 4 3 1 -1 
5 1 5 0 0 
47
0 3 2 1 2 
1 3 1 -1 1 
-1 5 0 1 3 
-1 3 5 3 4 
3 4 2 5 2 
48
3 3 1 4 2 
3 -1 0 -1 3 
-1 0 1 -1 -1 
5 -1 2 4 2 
-1 -1 4 2 4 
49
4 5 5 0 0 
2 2 -1 0 4 
0 3 1 0 2 
3 1 -1 0 2 
2 0 4 0 0 
50
1 3 3 4 1 
1 1 3 4 1 
-1 3 1 0 4 
0 -1 2 4 1 
0 1 1 0 1 
51
0 5 2 2 -1 
3 3 3 0 -1 
0 2 4 2 2 
-1 3 5 3 5 
-1 2 4 4 3 
52
4 0 5 0 2 
1 3 2 -1 -1 
1 4 0 -1 -1 
2 3 3 3 2 
-1 1 3 5 -1 
53
2 3 -1 3 2 
0 1 1 -1 2 
2 -1 3 2 4 
3 0 0 4 1 
1 1 4 5 2 
54
0 5 1 3 0 
5 1 3 3 5 
5 4 3 0 5 
2 -1 1 1 1 
-1 4 1 4 -1 
55
0 0 0 1 5 
5 1 -1 1 0 
-1 3 3 5 3 
1 0 -1 3 1 
5 3 1 1 3 
56
3 4 -1 1 4 
0 -1 4 5 2 
2 0 3 1 3 
1 -1 -1 3 1 
5 -1 2 2 3 
57
3 2 5 4 1 
2 2 2 3 0 
5 5 1 1 0 
1 0 4 2 3 
4 4 5 1 5 
58
2 4 0 -1 5 
0 2 -1 1 3 
-1 2 0 5 1 
2 3 -1 5 -1 
0 -1 4 4 5 
59
3 1 1 0 1 
0 -1 3 1 4 
1 4 2 4 2 
1 0 0 -1 4 
4 1 0 0 0 
60
5 2 4 0 5 
0 5 1 -1 -1 
1 2 4 0 3 
2 1 0 5 5 
0 3 3 0 2 
61
1 3 2 -1 4 
-1 2 4 4 2 
4 5 3 1 0 
-1 0 3 2 2 
2 -1 1 5 4 
62
1 2 2 1 4 
0 4 4 3 -1 
-1 2 5 0 2 
2 1 -1 2 1 
1 -1 4 2 0 
63
4 5 1 4 -1 
5 5 1 0 3 
3 5 4 4 -1 
5 4 -1 2 0 
3 4 -1 0 3 
64
2 0 5 -1 -1 
3 0 1 2 2 
1 3 3 4 3 
-1 -1 3 -1 1 
2 5 3 0 4 
65
1 2 2 5 1 
4 2 0 1 2 
3 -1 3 2 5 
0 4 3 1 0 
3 5 0 2 5 
66
-1 -1 5 2 5 
3 4 2 1 -1 
2 5 5 5 0 
5 3 1 1 -1 
5 5 5 -1 4 
67
4 0 -1 3 4 
3 3 3 3 5 
4 3 1 1 0 
4 5 5 -1 4 
1 1 1 0 0 
68
1 4 1 4 -1 
2 5 -1 3 2 
2 -1 5 4 2 
2 -1 5 2 2 
5 5 3 5 2 
69
5 5 0 2 5 
0 -1 0 2 -1 
-1 1 0 -1 1 
3 4 3 1 3 
5 -1 2 4 2 
70
1 0 0 -1 3 
3 1 5 4 -1 
1 0 3 0 5 
0 3 4 4 5 
4 3 2 4 0 
71
2 4 0 5 5 
-1 5 3 -1 -1 
4 3 2 1 0 
0 4 1 1 3 
3 1 0 1 0 
72
2 -1 5 2 0 
3 2 1 -1 3 
4 5 -1 0 1 
3 1 2 0 2 
5 4 0 4 2 
73
-1 3 4 0 2 
-1 3 5 1 -1 
-1 3 2 -1 4 
-1 2 -1 -1 -1 
-1 1 -1 4 2 
74
1 1 3 0 4 
3 5 2 2 3 
1 -1 -1 3 5 
4 2 5 -1 4 
3 2 1 0 5 
75
3 -1 2 2 2 
3 -1 1 4 3 
3 0 3 1 5 
2 5 2 -1 1 
2 4 0 2 0 
76
-1 0 1 5 4 
2 3 2 5 5 
2 0 0 3 5 
4 3 1 2 1 
0 4 5 5 -1 
77
2 0 3 1 5 
1 4 1 0 -1 
5 1 5 0 1 
5 2 1 -1 2 
1 0 1 5 -1 
78
-1 5 5 2 5 
0 0 0 3 0 
4 2 3 -1 2 
3 2 3 4 3 
1 4 4 4 -1 
79
5 0 1 4 3 
2 4 3 2 2 
-1 5 -1 -1 2 
5 2 2 -1 3 
5 1 4 5 4 
80
3 2 4 5 0 
2 3 4 0 1 
4 3 5 3 -1 
-1 4 -1 0 4 
5 0 1 -1 0 
81
4 5 -1 5 1 
-1 -1 -1 4 2 
5 2 2 5 1 
1 1 -1 5 -1 
4 -1 2 3 5 
82
1 2 4 1 1 
3 4 0 4 0 
0 1 0 -1 0 
4 1 -1 4 3 
-1 5 -1 2 5 
83
0 0 4 0 4 
0 3 1 0 2 
4 4 -1 3 0 
-1 1 2 2 0 
3 3 0 0 -1 
84
-1 -1 -1 1 -1 
-1 5 1 3 4 
3 4 3 1 5 
5 4 5 1 4 
1 0 0 4 -1 
85
5 1 -1 1 3 
-1 1 1 1 0 
-1 -1 3 3 3 
5 0 -1 4 2 
5 2 3 5 -1 
86
1 -1 1 1 3 
-1 5 1 3 4 
2 5 4 0 3 
3 1 1 3 3 
3 3 -1 1 3 
87
4 5 5 2 -1 
5 3 -1 5 0 
-1 0 2 0 2 
0 4 0 5 2 
4 3 4 -1 2 
88
5 -1 4 3 2 
2 4 -1 5 -1 
2 5 5 2 5 
0 5 -1 1 1 
1 4 0 4 2 
89
-1 1 1 -1 1 
0 3 -1 5 1 
4 2 2 5 5 
2 2 5 4 2 
1 3 5 2 -1 
90
-1 0 3 0 0 
1 -1 1 5 4 
0 1 -1 3 3 
5 2 1 5 0 
4 4 5 -1 2 
91
5 2 2 2 3 
2 -1 3 3 1 
0 4 4 3 3 
5 1 1 4 4 
5 1 4 4 1 
92
5 2 2 -1 -1 
1 3 -1 3 3 
0 0 2 5 0 
4 4 3 -1 3 
-1 0 0 2 -1 
93
-1 -1 5 3 3 
3 4 4 4 -1 
0 4 4 0 1 
2 2 5 0 3 
1 1 5 0 5 
94
3 1 5 -1 4 
1 3 1 4 5 
2 0 1 2 2 
-1 3 -1 1 5 
5 -1 2 0 3 
95
-1 -1 0 4 2 
2 -1 0 -1 4 
5 -1 2 5 1 
2 -1 -1 5 2 
0 2 5 -1 5 
